Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Purchase_Hour,purchase_Day,Customer_Value,Cluster,Customer_Segment
63-625-5757,33,Male,Middle,Single,High School,High,Mikunâ€™,Food & Beverages,175.74,5,Online,5,4,1,Medium,Not Sensitive,0,6,Unknown,Tablet,Cash,7/18/2024,FALSE,TRUE,Impulsive,No Preference,6,0,Thursday,878.7,0,Low Value
93-413-4758,31,Female,Middle,Single,Master's,High,Samamiya,Hotels,182.6,4,Online,5,2,0.3,Low,Not Sensitive,2,9,High,Tablet,PayPal,5/31/2024,FALSE,TRUE,Wants-based,Express,5,0,Friday,730.4,0,Low Value
15-663-7994,20,Female,Middle,Widowed,Bachelor's,High,Tanahmerah,Jewelry & Accessories,497.8,2,Online,3,5,0.2,High,Somewhat Sensitive,1,2,Medium,Smartphone,Other,1/21/2024,TRUE,FALSE,Wants-based,No Preference,9,0,Sunday,995.6,0,Low Value
29-319-4519,32,Male,High,Divorced,High School,High,Ã–rebro,Food & Beverages,171.17,4,In-Store,1,3,0,High,Somewhat Sensitive,0,4,Medium,Desktop,Debit Card,6/15/2024,FALSE,TRUE,Wants-based,Standard,12,0,Saturday,684.68,0,Low Value
40-347-2903,27,Female,Middle,Single,Bachelor's,High,Kefar Yona,Jewelry & Accessories,425.82,3,In-Store,4,5,1,Low,Not Sensitive,1,6,High,Smartphone,Cash,4/19/2024,TRUE,TRUE,Wants-based,Standard,11,0,Friday,1277.46,0,Low Value
18-452-1635,19,Female,Middle,Widowed,Bachelor's,Middle,Pasto,Sports & Outdoors,210.58,10,In-Store,5,1,2,Low,Somewhat Sensitive,1,3,Low,Tablet,Debit Card,9/12/2024,TRUE,TRUE,Planned,No Preference,8,0,Thursday,2105.8,1,High Value
47-710-5471,50,Male,Middle,Single,High School,Middle,Huangtan,Beauty & Personal Care,199.64,11,Online,5,4,1,High,Somewhat Sensitive,1,5,High,Desktop,PayPal,9/4/2024,FALSE,TRUE,Planned,Express,8,0,Wednesday,2196.04,1,High Value
88-167-7129,40,Polygender,High,Married,Bachelor's,Middle,Ilâ€™inskiy,Packages),162.22,10,In-Store,5,5,0.2,High,Somewhat Sensitive,1,1,Medium,Desktop,Other,4/28/2024,TRUE,TRUE,Wants-based,No Preference,8,0,Sunday,1622.2,1,High Value
86-771-9082,20,Male,High,Married,Bachelor's,High,Ugljevik,Sports & Outdoors,401.75,8,Online,3,4,0.3,Unknown,Somewhat Sensitive,1,8,High,Smartphone,PayPal,12/8/2024,FALSE,TRUE,Wants-based,Standard,6,0,Sunday,3214,2,Frequent Buyers
46-678-4172,24,Female,Middle,Married,Master's,Middle,Na Chaluai,Luxury Goods,365.88,12,Online,3,3,2,Medium,Very Sensitive,0,9,High,Smartphone,Other,11/5/2024,TRUE,FALSE,Need-based,Express,7,0,Tuesday,4390.56,2,Frequent Buyers
14-249-1256,46,Male,Middle,Single,High School,Middle,Marolambo,Beauty & Personal Care,58.29,6,Mixed,2,3,2,Medium,Somewhat Sensitive,1,7,Low,Tablet,Other,2/13/2024,FALSE,TRUE,Impulsive,Standard,14,0,Tuesday,349.74,1,High Value
75-617-1460,50,Male,High,Married,Master's,High,WiwilÃ­,Health Supplements,66.86,3,Mixed,1,1,1,Medium,Very Sensitive,0,10,Medium,Desktop,Other,1/25/2024,TRUE,TRUE,Wants-based,Express,9,0,Thursday,200.58,0,Low Value
10-247-0192,29,Female,High,Single,Bachelor's,Middle,Cali,Groceries,279.34,5,Mixed,3,1,0,Medium,Very Sensitive,2,6,Low,Tablet,PayPal,8/22/2024,FALSE,TRUE,Wants-based,No Preference,11,0,Thursday,1396.7,0,Low Value
94-120-9525,34,Genderfluid,High,Divorced,Bachelor's,High,Tamana,Electronics,358.5,3,Online,3,4,2,Medium,Very Sensitive,2,3,Unknown,Tablet,Cash,11/14/2024,FALSE,TRUE,Impulsive,Standard,8,0,Thursday,1075.5,0,Low Value
22-234-9315,44,Female,High,Widowed,Bachelor's,High,Miyazu,Jewelry & Accessories,360.92,7,Online,2,1,2,Unknown,Very Sensitive,0,9,Low,Smartphone,PayPal,11/10/2024,FALSE,TRUE,Impulsive,Standard,8,0,Sunday,2526.44,2,Frequent Buyers
37-560-7247,38,Genderqueer,Middle,Married,Master's,High,GryfÃ³w ÅšlÄ…ski,Groceries,374.36,4,Online,2,2,0,Unknown,Somewhat Sensitive,1,9,Unknown,Smartphone,Other,10/3/2024,FALSE,FALSE,Wants-based,Standard,1,0,Thursday,1497.44,0,Low Value
91-857-0797,22,Genderfluid,High,Widowed,High School,Middle,Pinagsibaan,Baby Products,435.37,11,Online,4,2,1,Low,Very Sensitive,0,3,High,Tablet,Credit Card,8/30/2024,TRUE,TRUE,Planned,Standard,4,0,Friday,4789.07,2,Frequent Buyers
19-344-0102,44,Male,High,Single,Master's,High,Jardin,Home Appliances,459.3,9,Online,4,4,1,Unknown,Somewhat Sensitive,2,5,Medium,Desktop,Other,10/9/2024,FALSE,TRUE,Planned,No Preference,1,0,Wednesday,4133.7,2,Frequent Buyers
48-609-7715,43,Female,High,Divorced,Master's,Middle,Aguilares,Jewelry & Accessories,426.89,2,Mixed,5,1,1,High,Not Sensitive,1,3,Low,Smartphone,PayPal,11/2/2024,TRUE,FALSE,Wants-based,Express,10,0,Saturday,853.78,0,Low Value
13-571-6506,25,Male,Middle,Divorced,Master's,High,Muslyumovo,Animal Feed,365.37,6,Mixed,1,2,1,Low,Very Sensitive,1,5,Low,Smartphone,PayPal,7/2/2024,TRUE,TRUE,Wants-based,Express,7,0,Tuesday,2192.22,2,Frequent Buyers
47-073-6440,21,Female,Middle,Divorced,Master's,High,Taiyuan,Mobile Accessories,487.25,4,Online,3,2,1,High,Very Sensitive,0,4,High,Desktop,Cash,10/8/2024,FALSE,FALSE,Wants-based,Standard,1,0,Tuesday,1949,2,Frequent Buyers
50-303-1693,29,Female,Middle,Married,High School,High,Chatturat,Baby Products,187.22,10,Online,5,3,0,Medium,Very Sensitive,1,4,Low,Desktop,Credit Card,6/4/2024,FALSE,FALSE,Wants-based,Standard,4,0,Tuesday,1872.2,1,High Value
69-157-9577,41,Male,High,Divorced,Master's,High,Paisha,Toys & Games,396.82,7,Mixed,3,4,1,Unknown,Somewhat Sensitive,1,9,High,Desktop,Credit Card,8/13/2024,TRUE,TRUE,Need-based,No Preference,9,0,Tuesday,2777.74,2,Frequent Buyers
09-513-4923,38,Genderfluid,High,Divorced,Master's,High,Kadugadung,Travel & Leisure (Flights,246.74,10,Online,2,3,0,Medium,Not Sensitive,1,6,High,Desktop,PayPal,3/27/2024,FALSE,FALSE,Need-based,Express,8,0,Wednesday,2467.4,1,High Value
82-975-8569,26,Male,High,Widowed,Bachelor's,High,Paris 15,Luxury Goods,128.74,12,Mixed,5,1,1,Medium,Somewhat Sensitive,1,8,High,Desktop,PayPal,1/6/2024,FALSE,TRUE,Planned,Standard,1,0,Saturday,1544.88,1,High Value
70-774-7728,41,Female,Middle,Widowed,Master's,Middle,Dualing,Toys & Games,339.63,2,In-Store,3,3,2,Medium,Very Sensitive,2,1,Low,Tablet,PayPal,8/26/2024,TRUE,FALSE,Impulsive,No Preference,6,0,Monday,679.26,0,Low Value
13-015-8097,46,Female,High,Single,Bachelor's,High,Adelaide,Sports & Outdoors,223.58,11,Mixed,4,3,0,High,Very Sensitive,0,6,Unknown,Tablet,PayPal,5/20/2024,FALSE,FALSE,Impulsive,No Preference,11,0,Monday,2459.38,1,High Value
68-391-7279,39,Genderqueer,High,Widowed,Bachelor's,Middle,Pingshi,Gardening & Outdoors,446.92,5,Mixed,1,1,1,Medium,Very Sensitive,2,6,Unknown,Smartphone,PayPal,7/19/2024,TRUE,FALSE,Planned,Express,10,0,Friday,2234.6,2,Frequent Buyers
28-764-3337,43,Male,Middle,Divorced,Bachelor's,Middle,Renshan,Electronics,175.65,11,Mixed,4,3,2,Low,Not Sensitive,1,7,Unknown,Tablet,Other,12/8/2024,FALSE,TRUE,Wants-based,Express,8,0,Sunday,1932.15,1,High Value
00-285-9607,44,Genderfluid,Middle,Married,Bachelor's,Middle,Sobinka,Clothing,491.49,10,Mixed,1,1,0,Low,Somewhat Sensitive,2,7,Unknown,Desktop,PayPal,5/28/2024,FALSE,FALSE,Planned,Standard,1,0,Tuesday,4914.9,2,Frequent Buyers
04-832-3559,26,Male,Middle,Widowed,Bachelor's,Middle,Narol,Beauty & Personal Care,88.4,5,In-Store,5,2,0,Medium,Not Sensitive,0,4,Medium,Desktop,Cash,5/26/2024,TRUE,FALSE,Need-based,No Preference,4,0,Sunday,442,1,High Value
27-613-5005,29,Male,Middle,Widowed,Master's,High,Fresno,Office Supplies,430.9,8,Online,4,5,1,High,Not Sensitive,0,6,Unknown,Tablet,Credit Card,6/6/2024,FALSE,FALSE,Wants-based,Standard,11,0,Thursday,3447.2,2,Frequent Buyers
49-825-3438,50,Male,High,Widowed,High School,High,Vabalninkas,Mobile Accessories,435.23,2,In-Store,2,4,0,Unknown,Somewhat Sensitive,2,2,Medium,Smartphone,Cash,2/27/2024,FALSE,TRUE,Impulsive,Express,13,0,Tuesday,870.46,0,Low Value
31-783-9785,19,Female,High,Divorced,Master's,Middle,Jambuwerkrajan,Toys & Games,218.65,3,Online,4,2,2,Low,Very Sensitive,0,9,Medium,Smartphone,Credit Card,7/17/2024,TRUE,TRUE,Impulsive,Standard,4,0,Wednesday,655.95,0,Low Value
58-059-8187,27,Male,High,Widowed,High School,Middle,Ozubulu,Health Supplements,207.66,10,In-Store,2,3,1,High,Very Sensitive,2,2,Medium,Desktop,Other,7/8/2024,FALSE,TRUE,Wants-based,Standard,8,0,Monday,2076.6,1,High Value
74-882-6648,34,Female,High,Married,High School,High,Nakhchivan,Arts & Crafts,141.09,7,In-Store,3,4,0,High,Very Sensitive,2,3,High,Desktop,Debit Card,6/19/2024,FALSE,TRUE,Wants-based,Express,1,0,Wednesday,987.63,1,High Value
03-180-9200,39,Male,High,Divorced,Bachelor's,Middle,CurumanÃ­,Packages),142.7,6,In-Store,3,2,1,Unknown,Very Sensitive,0,4,Unknown,Desktop,Credit Card,5/17/2024,FALSE,TRUE,Impulsive,No Preference,11,0,Friday,856.2,1,High Value
46-578-1425,44,Male,High,Divorced,Master's,High,Praia,Animal Feed,64.09,10,Online,5,5,0,Unknown,Somewhat Sensitive,0,6,Low,Desktop,Credit Card,10/20/2024,TRUE,FALSE,Need-based,Express,7,0,Sunday,640.9,1,High Value
13-588-5783,20,Female,Middle,Married,High School,Middle,SÃ£o CristÃ³vÃ£o,Toys & Games,126.26,2,Online,4,5,1,Unknown,Somewhat Sensitive,1,6,Unknown,Smartphone,Debit Card,9/19/2024,TRUE,FALSE,Planned,Standard,13,0,Thursday,252.52,0,Low Value
25-085-7917,42,Female,Middle,Single,High School,High,Pallisa,Hotels,195.05,5,In-Store,2,1,2,Medium,Not Sensitive,0,10,High,Smartphone,Other,5/21/2024,TRUE,FALSE,Impulsive,No Preference,11,0,Tuesday,975.25,0,Low Value
66-085-1226,22,Female,Middle,Married,Master's,High,San Pascual,Groceries,432.84,7,Mixed,4,5,2,High,Very Sensitive,0,1,High,Tablet,Debit Card,2/5/2024,FALSE,FALSE,Wants-based,No Preference,4,0,Monday,3029.88,2,Frequent Buyers
37-037-1765,30,Male,High,Married,Bachelor's,Middle,â€˜AÅŸÄ«rah ash ShamÄlÄ«yah,Jewelry & Accessories,404.12,6,In-Store,1,3,1,High,Very Sensitive,0,4,Low,Smartphone,Debit Card,2/29/2024,FALSE,FALSE,Impulsive,Express,11,0,Thursday,2424.72,2,Frequent Buyers
48-630-6410,39,Male,High,Divorced,Master's,High,Dom Pedrito,Groceries,438.26,10,In-Store,3,4,1,Unknown,Somewhat Sensitive,1,3,Medium,Smartphone,Debit Card,7/4/2024,TRUE,FALSE,Planned,Express,10,0,Thursday,4382.6,2,Frequent Buyers
50-471-0212,19,Female,High,Single,Bachelor's,High,San SebastiÃ¡n de YalÃ­,Jewelry & Accessories,233.02,4,Mixed,3,3,1,Medium,Not Sensitive,0,3,Medium,Smartphone,Cash,10/29/2024,FALSE,FALSE,Impulsive,Standard,8,0,Tuesday,932.08,0,Low Value
48-642-5768,26,Female,Middle,Widowed,Bachelor's,Middle,ShchÃ«kino,Packages),273.41,7,Online,3,5,2,Low,Very Sensitive,0,9,Medium,Tablet,Other,10/17/2024,TRUE,FALSE,Planned,Standard,2,0,Thursday,1913.87,0,Low Value
15-152-9751,21,Female,High,Married,High School,Middle,Turkestan,Furniture,338.96,10,Online,1,4,2,High,Somewhat Sensitive,1,9,High,Desktop,Debit Card,11/4/2024,TRUE,TRUE,Wants-based,Standard,4,0,Monday,3389.6,2,Frequent Buyers
23-451-9920,37,Male,Middle,Divorced,Master's,High,Rzeczenica,Luxury Goods,75.91,12,Mixed,3,5,2,Low,Very Sensitive,0,6,Unknown,Desktop,PayPal,11/21/2024,TRUE,TRUE,Planned,No Preference,1,0,Thursday,910.92,1,High Value
09-775-4058,23,Male,High,Married,High School,High,PerzÃ³w,Mobile Accessories,425.21,12,Online,2,4,2,Low,Somewhat Sensitive,0,4,High,Desktop,Other,3/25/2024,TRUE,TRUE,Planned,Express,12,0,Monday,5102.52,2,Frequent Buyers
43-595-0966,46,Male,Middle,Married,Master's,Middle,Sabon Gari-Nangere,Software & Apps,268.8,2,In-Store,1,3,0,High,Very Sensitive,1,7,Unknown,Desktop,Debit Card,4/20/2024,FALSE,FALSE,Need-based,Standard,12,0,Saturday,537.6,0,Low Value
56-592-0089,35,Female,Middle,Divorced,Master's,High,Hengshui,Health Care,170.71,10,Mixed,5,3,0,Low,Somewhat Sensitive,1,9,Low,Desktop,Credit Card,4/14/2024,TRUE,TRUE,Planned,No Preference,7,0,Sunday,1707.1,1,High Value
29-374-1297,33,Non-binary,Middle,Widowed,High School,Middle,Nantes,Animal Feed,444.05,10,Online,5,4,0,Low,Not Sensitive,1,8,Medium,Desktop,PayPal,6/4/2024,TRUE,TRUE,Wants-based,Standard,8,0,Tuesday,4440.5,2,Frequent Buyers
80-728-6133,47,Male,Middle,Divorced,High School,Middle,Tamorot,Gardening & Outdoors,255.1,5,Mixed,5,1,2,High,Very Sensitive,1,1,Low,Desktop,PayPal,1/28/2024,TRUE,FALSE,Planned,No Preference,14,0,Sunday,1275.5,0,Low Value
58-502-7490,32,Male,High,Widowed,Bachelor's,High,Sinchao,Health Supplements,236.44,6,Mixed,4,4,0,Medium,Very Sensitive,2,2,Unknown,Smartphone,PayPal,5/15/2024,FALSE,FALSE,Impulsive,Standard,6,0,Wednesday,1418.64,0,Low Value
23-537-0742,20,Male,Middle,Widowed,Bachelor's,High,Anding,Furniture,201.69,11,Mixed,4,5,0,High,Very Sensitive,2,8,Low,Tablet,Other,7/19/2024,TRUE,FALSE,Planned,No Preference,3,0,Friday,2218.59,1,High Value
22-483-3115,37,Female,High,Single,Bachelor's,Middle,Rukem,Arts & Crafts,390.51,6,Online,3,2,0,Medium,Very Sensitive,0,2,High,Desktop,Cash,4/15/2024,FALSE,FALSE,Wants-based,Express,6,0,Monday,2343.06,2,Frequent Buyers
57-372-5969,35,Non-binary,High,Divorced,Master's,High,Bogovarovo,Clothing,442.29,9,Mixed,1,2,0,Medium,Somewhat Sensitive,1,2,Low,Tablet,PayPal,9/11/2024,FALSE,FALSE,Planned,Express,13,0,Wednesday,3980.61,2,Frequent Buyers
37-283-9076,18,Female,Middle,Single,High School,High,Valbo,Furniture,89.6,7,In-Store,5,3,2,Unknown,Not Sensitive,1,5,Low,Desktop,Cash,3/10/2024,FALSE,FALSE,Planned,Standard,8,0,Sunday,627.2,1,High Value
39-075-3518,27,Male,Middle,Widowed,High School,High,Jaguaruana,Sports & Outdoors,166.74,6,Mixed,2,5,0,High,Not Sensitive,0,6,Low,Desktop,Other,1/14/2024,FALSE,FALSE,Impulsive,No Preference,1,0,Sunday,1000.44,1,High Value
84-315-7189,29,Female,High,Married,Bachelor's,Middle,Å¢Äqchah KhÄnah,Mobile Accessories,299.28,12,Mixed,4,5,1,High,Somewhat Sensitive,0,9,High,Smartphone,Debit Card,5/29/2024,FALSE,FALSE,Wants-based,Standard,3,0,Wednesday,3591.36,2,Frequent Buyers
75-964-5589,24,Male,High,Widowed,Master's,High,Lipovci,Sports & Outdoors,404.57,5,Mixed,4,3,0,Medium,Not Sensitive,2,7,Unknown,Smartphone,Debit Card,8/31/2024,FALSE,TRUE,Need-based,Express,14,0,Saturday,2022.85,0,Low Value
06-594-3417,27,Male,High,Single,Bachelor's,High,Panagyurishte,Software & Apps,344.81,10,In-Store,3,1,2,Low,Somewhat Sensitive,1,9,High,Desktop,Other,12/23/2024,TRUE,TRUE,Wants-based,Express,14,0,Monday,3448.1,2,Frequent Buyers
08-297-3351,34,Male,High,Single,Master's,High,Thá»‹ Tráº¥n Than UyÃªn,Health Care,217.84,10,Online,2,2,2,Unknown,Very Sensitive,0,8,High,Tablet,Cash,1/16/2024,TRUE,TRUE,Wants-based,Standard,11,0,Tuesday,2178.4,1,High Value
05-546-5128,21,Male,Middle,Divorced,Bachelor's,Middle,Clichy,Sports & Outdoors,445.34,9,In-Store,5,2,1,Low,Somewhat Sensitive,1,3,High,Tablet,Cash,3/4/2024,TRUE,TRUE,Impulsive,No Preference,3,0,Monday,4008.06,2,Frequent Buyers
79-759-6726,18,Male,High,Widowed,High School,High,KÅ‚oczew,Home Appliances,151.73,3,In-Store,2,4,1,Medium,Very Sensitive,1,3,Unknown,Smartphone,Other,9/24/2024,FALSE,TRUE,Wants-based,Express,11,0,Tuesday,455.19,0,Low Value
12-851-1771,50,Bigender,High,Married,High School,High,Zhukovo,Electronics,123.73,9,Online,1,4,0,High,Not Sensitive,2,5,High,Smartphone,Credit Card,10/7/2024,FALSE,TRUE,Need-based,No Preference,10,0,Monday,1113.57,1,High Value
79-960-1714,31,Male,Middle,Single,Master's,High,NykÃ¶ping,Travel & Leisure (Flights,370.54,2,In-Store,3,3,0,Low,Very Sensitive,1,9,Low,Smartphone,Credit Card,3/25/2024,TRUE,FALSE,Impulsive,No Preference,7,0,Monday,741.08,0,Low Value
30-417-6981,45,Male,High,Married,Master's,High,Jianmin,Baby Products,152.87,3,In-Store,1,5,2,High,Very Sensitive,1,8,Unknown,Tablet,Debit Card,8/20/2024,FALSE,FALSE,Impulsive,Express,11,0,Tuesday,458.61,0,Low Value
91-532-5399,29,Male,Middle,Single,Master's,Middle,Bucaramanga,Health Supplements,295.75,4,Mixed,1,1,0,High,Somewhat Sensitive,1,10,Low,Tablet,Credit Card,12/7/2024,TRUE,TRUE,Need-based,Standard,8,0,Saturday,1183,0,Low Value
89-997-9041,36,Male,High,Widowed,High School,Middle,Kudanding,Office Supplies,358.11,11,Mixed,5,1,0,High,Very Sensitive,0,3,High,Desktop,Credit Card,9/3/2024,FALSE,FALSE,Need-based,Standard,11,0,Tuesday,3939.21,2,Frequent Buyers
26-235-6745,27,Female,High,Widowed,Master's,High,Kyoto,Jewelry & Accessories,63.6,12,Mixed,5,1,0,High,Not Sensitive,2,1,Unknown,Desktop,PayPal,2/9/2024,FALSE,TRUE,Wants-based,No Preference,6,0,Friday,763.2,1,High Value
99-080-9462,24,Male,High,Single,High School,Middle,Saraburi,Books,419.53,3,Mixed,1,5,2,High,Not Sensitive,2,10,Medium,Tablet,Other,3/27/2024,FALSE,FALSE,Wants-based,Express,6,0,Wednesday,1258.59,0,Low Value
87-056-8987,49,Agender,High,Widowed,High School,Middle,Negeriagung,Groceries,491.92,10,In-Store,5,3,0,Medium,Very Sensitive,1,1,Low,Desktop,Credit Card,12/29/2024,FALSE,FALSE,Wants-based,Standard,2,0,Sunday,4919.2,2,Frequent Buyers
06-160-8063,21,Bigender,Middle,Divorced,High School,High,Latacunga,Sports & Outdoors,114.44,4,Online,5,3,2,Low,Not Sensitive,1,9,Unknown,Desktop,Credit Card,10/20/2024,FALSE,FALSE,Planned,Express,1,0,Sunday,457.76,0,Low Value
73-434-2308,19,Female,Middle,Married,Master's,High,Guanzhou,Mobile Accessories,388.82,10,Mixed,2,3,0,Low,Very Sensitive,0,8,Low,Desktop,Other,9/3/2024,FALSE,FALSE,Need-based,No Preference,6,0,Tuesday,3888.2,2,Frequent Buyers
84-260-6464,23,Female,Middle,Married,Bachelor's,High,Tabuc Pontevedra,Mobile Accessories,58.32,7,In-Store,1,5,0,Low,Not Sensitive,1,6,Low,Smartphone,PayPal,3/13/2024,TRUE,TRUE,Need-based,Standard,8,0,Wednesday,408.24,1,High Value
00-149-4481,28,Female,High,Divorced,Master's,High,Kabale,Groceries,464.76,2,Mixed,5,1,0,Low,Very Sensitive,0,3,Low,Desktop,Debit Card,2/4/2024,FALSE,TRUE,Need-based,No Preference,3,0,Sunday,929.52,0,Low Value
05-710-6109,27,Female,High,Divorced,Master's,High,Malveira,Home Appliances,116.92,7,Mixed,2,3,2,Unknown,Very Sensitive,2,3,Low,Desktop,Debit Card,3/31/2024,TRUE,FALSE,Impulsive,No Preference,14,0,Sunday,818.44,1,High Value
84-724-8407,47,Female,High,Divorced,Bachelor's,Middle,Veiga,Jewelry & Accessories,396.76,8,Online,3,3,1,Unknown,Very Sensitive,2,4,High,Tablet,Cash,7/17/2024,TRUE,TRUE,Planned,Express,8,0,Wednesday,3174.08,2,Frequent Buyers
45-795-1873,20,Agender,High,Widowed,Master's,Middle,Jagistay,Packages),393.35,7,Mixed,3,4,2,High,Not Sensitive,0,4,High,Tablet,Credit Card,6/16/2024,TRUE,TRUE,Need-based,No Preference,12,0,Sunday,2753.45,2,Frequent Buyers
06-647-3248,26,Female,High,Single,Master's,High,Yuannan,Electronics,114.03,7,Mixed,4,3,0,Medium,Not Sensitive,1,10,High,Tablet,Credit Card,4/13/2024,TRUE,TRUE,Planned,No Preference,6,0,Saturday,798.21,1,High Value
06-767-5206,49,Male,High,Single,Bachelor's,Middle,Mount Darwin,Health Supplements,109.97,4,In-Store,4,4,1,Unknown,Very Sensitive,1,5,Unknown,Tablet,Credit Card,8/12/2024,TRUE,FALSE,Wants-based,No Preference,1,0,Monday,439.88,0,Low Value
94-288-4423,39,Female,High,Widowed,Master's,High,Qalâ€˜eh-ye KhvÄjeh,Beauty & Personal Care,310.23,12,In-Store,1,4,0,Unknown,Somewhat Sensitive,0,6,Unknown,Desktop,PayPal,12/17/2024,TRUE,FALSE,Impulsive,Express,3,0,Tuesday,3722.76,2,Frequent Buyers
49-891-9711,22,Male,Middle,Divorced,Master's,Middle,Veiga,Travel & Leisure (Flights,383.13,3,Mixed,4,5,0,Medium,Not Sensitive,2,6,Unknown,Desktop,Cash,9/25/2024,FALSE,FALSE,Need-based,No Preference,7,0,Wednesday,1149.39,0,Low Value
08-806-0588,25,Male,High,Single,High School,Middle,Al QarÄrah,Health Supplements,434.86,11,In-Store,2,5,2,High,Somewhat Sensitive,0,4,Medium,Smartphone,Other,6/24/2024,TRUE,FALSE,Impulsive,Express,11,0,Monday,4783.46,2,Frequent Buyers
94-746-2001,30,Female,Middle,Married,Bachelor's,Middle,Fandriana,Office Supplies,489.1,9,Mixed,3,4,1,Low,Somewhat Sensitive,2,4,Medium,Smartphone,Credit Card,11/18/2024,TRUE,FALSE,Need-based,Standard,13,0,Monday,4401.9,2,Frequent Buyers
38-943-5744,19,Polygender,High,Married,Bachelor's,High,Carregueira,Jewelry & Accessories,288.15,3,Online,1,4,1,High,Somewhat Sensitive,1,4,Medium,Tablet,Cash,8/6/2024,TRUE,FALSE,Impulsive,Standard,13,0,Tuesday,864.45,0,Low Value
98-535-8497,35,Male,High,Divorced,Master's,Middle,Lincheng,Clothing,105.87,12,Mixed,3,2,1,Low,Not Sensitive,1,1,Medium,Tablet,Cash,9/15/2024,FALSE,FALSE,Planned,Express,4,0,Sunday,1270.44,1,High Value
33-243-8793,45,Male,Middle,Widowed,High School,High,Semenivka,Luxury Goods,163.4,3,In-Store,3,5,1,High,Somewhat Sensitive,2,10,High,Desktop,Cash,7/8/2024,TRUE,FALSE,Planned,Standard,7,0,Monday,490.2,0,Low Value
99-581-5577,20,Male,High,Single,High School,High,YlÃ¤ne,Gardening & Outdoors,422.92,6,Mixed,4,1,2,Unknown,Somewhat Sensitive,0,6,Low,Desktop,Debit Card,10/17/2024,FALSE,TRUE,Planned,No Preference,6,0,Thursday,2537.52,2,Frequent Buyers
64-180-2404,48,Male,Middle,Divorced,High School,High,Cendagah,Gardening & Outdoors,361.48,10,Online,1,4,1,Medium,Somewhat Sensitive,2,9,High,Tablet,Cash,6/16/2024,TRUE,TRUE,Wants-based,Express,13,0,Sunday,3614.8,2,Frequent Buyers
73-097-0986,23,Male,Middle,Single,Master's,High,FÄ«rÅ«zÄbÄd,Hotels,270.82,2,In-Store,4,2,0,Unknown,Somewhat Sensitive,1,8,Low,Tablet,Other,10/30/2024,TRUE,FALSE,Wants-based,Standard,13,0,Wednesday,541.64,0,Low Value
88-051-0567,49,Female,High,Widowed,High School,High,Trondheim,Toys & Games,372.26,11,In-Store,1,5,2,Unknown,Very Sensitive,1,8,High,Smartphone,PayPal,8/13/2024,FALSE,TRUE,Wants-based,Express,6,0,Tuesday,4094.86,2,Frequent Buyers
44-715-9594,23,Female,Middle,Widowed,Bachelor's,High,Yakovlevo,Electronics,208.59,3,Mixed,1,1,2,Medium,Somewhat Sensitive,0,4,Unknown,Desktop,PayPal,9/3/2024,TRUE,FALSE,Impulsive,Express,1,0,Tuesday,625.77,0,Low Value
84-188-6577,39,Male,Middle,Widowed,High School,High,Katav-Ivanovsk,Gardening & Outdoors,163.22,8,Online,5,3,0,High,Somewhat Sensitive,1,3,Unknown,Smartphone,PayPal,7/1/2024,FALSE,TRUE,Wants-based,No Preference,8,0,Monday,1305.76,1,High Value
19-116-4723,45,Male,High,Married,High School,High,Voznesenskoye,Animal Feed,364.98,7,In-Store,4,1,0,Low,Very Sensitive,0,1,Unknown,Desktop,Cash,5/11/2024,TRUE,FALSE,Wants-based,Standard,8,0,Saturday,2554.86,2,Frequent Buyers
21-783-9242,31,Genderqueer,High,Divorced,Master's,High,Voskhod,Groceries,142.43,3,In-Store,2,5,2,High,Very Sensitive,1,9,Unknown,Desktop,PayPal,9/28/2024,TRUE,FALSE,Planned,Express,8,0,Saturday,427.29,0,Low Value
95-528-2313,19,Female,Middle,Married,Bachelor's,High,Gudja,Electronics,449.72,3,Mixed,3,3,0,High,Somewhat Sensitive,1,9,Unknown,Smartphone,Other,2/18/2024,TRUE,TRUE,Wants-based,Express,3,0,Sunday,1349.16,0,Low Value
94-682-4886,27,Male,Middle,Single,Bachelor's,High,Gawul,Gardening & Outdoors,241.56,12,Mixed,3,2,0,High,Not Sensitive,0,5,High,Tablet,PayPal,11/28/2024,TRUE,FALSE,Need-based,Express,2,0,Thursday,2898.72,1,High Value
55-944-9669,32,Bigender,Middle,Divorced,Master's,High,Sobeok,Clothing,249.73,5,Mixed,1,4,2,Low,Very Sensitive,1,4,Low,Desktop,Cash,11/15/2024,TRUE,FALSE,Wants-based,No Preference,1,0,Friday,1248.65,0,Low Value
32-314-2958,24,Male,Middle,Married,Master's,High,Nanhuang,Home Appliances,437.3,7,Mixed,2,4,0,High,Somewhat Sensitive,0,7,Unknown,Tablet,Cash,7/24/2024,TRUE,TRUE,Impulsive,No Preference,1,0,Wednesday,3061.1,2,Frequent Buyers
